episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
27,0.937087857190435,-3.1500322508980116,-0.32652204116667966,-0.13991355990546198,-0.06016314539268673,-0.10012294408020607,-0.07258410763040178,0.005517,0.01,0.0,0.97,100,14,1,15
28,0.9381826749920057,-3.166762948414928,-0.33477176764229005,-0.1433895112185574,-0.061656854723367745,-0.10266103683546303,-0.07445335904526926,0.005426,0.01,0.0,0.97,100,13,1,14
29,0.9416322227614251,-3.1802616246547126,-0.34146771991158564,-0.14638044401602532,-0.06285577659156569,-0.10489907530799181,-0.07601851796981379,0.005339,0.01,0.0,0.97,100,14,1,15
30,0.9324207272541993,-3.197974621156868,-0.35037540494978925,-0.15010311294204118,-0.06453632927104294,-0.10742194291048246,-0.07786497564981693,0.005255,0.01,0.0,0.97,100,14,1,15
31,0.9395468971571341,-3.2059238416506095,-0.3547805403847225,-0.15268480878302648,-0.06537308038863462,-0.10968670395670276,-0.07941891489356728,0.005173,0.01,0.0,0.97,100,14,1,15
32,0.9401852846401718,-3.221018226160817,-0.36227314067139105,-0.1558524714619221,-0.06673687274969851,-0.11179449579155507,-0.08094874174278152,0.005094,0.01,0.0,0.97,100,13,1,14
33,0.9364418258160639,-3.2364839820355615,-0.370001091769185,-0.15912291250219465,-0.06811913203595102,-0.11410393993996154,-0.08262745910900755,0.005017,0.01,0.0,0.97,100,14,1,15
34,0.9357213199579376,-3.252488940174702,-0.3780954617266148,-0.16251370968703002,-0.06967876587961841,-0.11639262557439858,-0.084332076976349,0.004942,0.01,0.0,0.97,100,13,1,14
35,0.9376280022342208,-3.2643210118602557,-0.3841235747004236,-0.16525453707246363,-0.07078427729156855,-0.11840610828647598,-0.08589130067117842,0.00487,0.01,0.0,0.97,100,14,1,15
36,0.9310426300334155,-3.2810284328189177,-0.39262508907865756,-0.16883282600883476,-0.07240145059362918,-0.12090453623634446,-0.08774488507555561,0.004799,0.01,0.0,0.97,100,13,1,14
37,0.9376434387909491,-3.2954493340278312,-0.39993959871281015,-0.17188888664538896,-0.07380777184505934,-0.12300975270748514,-0.08932615336115195,0.004731,0.01,0.0,0.97,100,13,1,14
38,0.9378335738981571,-3.309043838539106,-0.4068981614631474,-0.17482070949618939,-0.07515999338476725,-0.12513952170232687,-0.09096909298767751,0.004665,0.01,0.0,0.97,100,14,1,15
39,0.9376268684259088,-3.3232512978785627,-0.4139502380256351,-0.17780644508469612,-0.0764150060883502,-0.1272617134135394,-0.09250718688459456,0.0046,0.01,0.0,0.97,100,14,1,15
40,0.9365060843473912,-3.3378485154189956,-0.4212872464208221,-0.18093794500011365,-0.07778249484997157,-0.12944123200098256,-0.09412112362133386,0.004537,0.01,0.0,0.97,100,14,1,15
41,0.9338812417015412,-3.3528240242526457,-0.42881615628104125,-0.1841579829060172,-0.0790699432698976,-0.13166340229562962,-0.09580869417640663,0.004476,0.01,0.0,0.97,100,14,1,15
42,0.9388710002012477,-3.365913309560634,-0.43534996335595866,-0.1870161836331885,-0.0802713064369697,-0.13378371469772116,-0.09729692950752918,0.004417,0.01,0.0,0.97,100,14,1,15
43,0.938927234927235,-3.3788556217126926,-0.441890440006392,-0.18979783735808645,-0.08150872788549621,-0.13577168181837942,-0.09864609010691255,0.004359,0.01,0.0,0.97,100,14,1,15
44,0.9358408934650277,-3.3906167451537628,-0.44773184533079446,-0.1925018043954255,-0.08251751047338468,-0.13769278055273076,-0.09999899124471257,0.004302,0.01,0.0,0.97,100,14,1,15
45,0.9337990237333782,-3.404526837872612,-0.4547643643215139,-0.19543477101020104,-0.0838361787132488,-0.13976630357680575,-0.10152708585967946,0.004247,0.01,0.0,0.97,100,13,1,14
46,0.942091746815046,-3.415369146188824,-0.46012406816572776,-0.19780307306994077,-0.08480605796262852,-0.1415781058656572,-0.10272960373558927,0.004194,0.01,0.0,0.97,100,14,1,15
47,0.937986577181208,-3.42727146125158,-0.4660689741680457,-0.20037896244975564,-0.08590819192047879,-0.1433903470040179,-0.10405948557231794,0.004141,0.01,0.0,0.97,100,14,1,15
48,0.9357970508536565,-3.439232378203087,-0.4722219685158951,-0.20312032917020834,-0.08703377387627836,-0.1453391238589374,-0.10543328324460331,0.00409,0.01,0.0,0.97,100,14,1,15
49,0.9312040967589785,-3.453046224451211,-0.47902964857105973,-0.20591367857955542,-0.08837861420485978,-0.14734622480755366,-0.10693973439042773,0.004041,0.01,0.0,0.97,100,13,1,14
50,0.935031376891842,-3.463205127800316,-0.48416453335927256,-0.2084026198823513,-0.08930688044182537,-0.14926202226589846,-0.1083911198170067,0.003992,0.01,0.0,0.97,100,14,1,15
51,0.9323332323130282,-3.475699455549889,-0.49037187040855584,-0.21113588987542872,-0.09046279775965453,-0.15137540183584347,-0.10984954185869764,0.003945,0.01,0.0,0.97,100,14,1,15
52,0.936126741693462,-3.487976102160428,-0.49642864593118413,-0.21360558483714223,-0.09167074595792732,-0.153076540931867,-0.11123776327772841,0.003898,0.01,0.0,0.97,100,13,1,14
53,0.9327953388695419,-3.4996513352226923,-0.5023276106386857,-0.21626071125264829,-0.0927296692594839,-0.15503862188217735,-0.11259254636505006,0.003853,0.01,0.0,0.97,100,14,1,15
54,0.9373678735612899,-3.5111269099817997,-0.5081458154260539,-0.21872305811138074,-0.09378228176438111,-0.15676980991876385,-0.11386027318629112,0.003809,0.01,0.0,0.97,100,14,1,15
55,0.9359500326529245,-3.520478340608838,-0.512839080491119,-0.22099781918241662,-0.09463971284690596,-0.1584841731733055,-0.11494961654747154,0.003766,0.01,0.0,0.97,100,14,1,15
56,0.9402181230644944,-3.5312122670171315,-0.5181830973415611,-0.22324718089465534,-0.09565828017445989,-0.1601119162455087,-0.11609853013746164,0.003724,0.01,0.0,0.97,100,13,1,14
57,0.9359292688655505,-3.5426364608406384,-0.5238653594616733,-0.22575655678276396,-0.09664917486744028,-0.16192555771535055,-0.11734252352148182,0.003682,0.01,0.0,0.97,100,14,1,15
58,0.9383857572751879,-3.5535321595211697,-0.5293202005370136,-0.22803245558156357,-0.09774279014850731,-0.1635158026312547,-0.11853989505836911,0.003642,0.01,0.0,0.97,100,13,1,14
59,0.935847208619001,-3.564213728162643,-0.534620629002396,-0.23034677988322588,-0.0986808966601631,-0.165231583118863,-0.11975420869952924,0.003602,0.01,0.0,0.97,100,14,1,15
60,0.9380222605636185,-3.574774029903263,-0.5398248047668914,-0.23261917939156726,-0.09959100568006046,-0.16685909483608352,-0.12088441941392213,0.003564,0.01,0.0,0.97,100,14,1,15
61,0.9364826847076161,-3.5853328878572714,-0.5451434734875218,-0.23486726545551811,-0.10061622730871082,-0.16840950871786095,-0.12208709187322418,0.003526,0.01,0.0,0.97,100,14,1,15
62,0.934937971952535,-3.5964858218124918,-0.5506832883621935,-0.23721609990844084,-0.10161515907805257,-0.17005246385386286,-0.12326074033089437,0.003489,0.01,0.0,0.97,100,14,1,15
63,0.9350927724562931,-3.605440144070112,-0.5551312501733006,-0.23931329003191976,-0.10240112001497738,-0.17169506544315818,-0.1244010831687041,0.003453,0.01,0.0,0.97,100,14,1,15
64,0.9364991717283269,-3.615850825679389,-0.5604241374658387,-0.24157179705829268,-0.10340904540003296,-0.17325385488502779,-0.12561548470998907,0.003417,0.01,0.0,0.97,100,14,1,15
65,0.9328014005319328,-3.626452595379689,-0.5657582434201093,-0.24384550031773705,-0.10447710809451452,-0.174943038342767,-0.12684882560724772,0.003382,0.01,0.0,0.97,100,14,1,15
66,0.9371379640356621,-3.6353808499246427,-0.5701839464304755,-0.24582207628852665,-0.10523459386198288,-0.17645153750847856,-0.12786704252689945,0.003348,0.01,0.0,0.97,100,14,1,15
67,0.938324727481354,-3.6446014155803197,-0.5748468856062929,-0.24781458085269173,-0.10615215757478487,-0.17788979834374036,-0.1288923123792068,0.003315,0.01,0.0,0.97,100,14,1,15
68,0.9358401526181033,-3.652778644936131,-0.5790058716489084,-0.24974873416583263,-0.10696607262757724,-0.1793483645646667,-0.13002432019061802,0.003282,0.01,0.0,0.97,100,14,1,15
69,0.9375681433148263,-3.662449465093965,-0.5837231580619573,-0.25177547504365005,-0.10780424666155576,-0.18089432888747878,-0.13112674349509543,0.00325,0.01,0.0,0.97,100,14,1,15
70,0.9346192722371968,-3.6713464138274987,-0.5881518385247361,-0.2537782889392876,-0.10859201779197365,-0.18248015767549347,-0.13219274524070057,0.003219,0.01,0.0,0.97,100,14,1,15
71,0.9401240657448124,-3.6800974929402126,-0.5924323904138078,-0.2555788655358307,-0.10935676321204417,-0.1837792967083815,-0.13314062832053036,0.003188,0.01,0.0,0.97,100,14,1,15
72,0.9329196713063894,-3.6904877627011703,-0.5977707374239752,-0.25792179228339407,-0.11028233479259154,-0.18534743724289357,-0.13424465386091736,0.003157,0.01,0.0,0.97,100,13,1,14
73,0.9397930544753661,-3.6989613784995283,-0.6019797163354412,-0.25971318630787243,-0.11108622068633674,-0.18665155528552063,-0.13516942330488024,0.003128,0.01,0.0,0.97,100,14,1,15
74,0.9384465235242646,-3.7080810894768055,-0.6065366668293174,-0.2615692066532944,-0.11194171290755914,-0.187876259734132,-0.13613663368936865,0.003098,0.01,0.0,0.97,100,13,1,14
75,0.9384540051330542,-3.7111316946168973,-0.6084699581364609,-0.2629763905130184,-0.11228078158692689,-0.189066725632338,-0.13706699779301154,0.00307,0.01,0.0,0.97,100,14,1,15
76,0.9381295931924054,-3.718027579779938,-0.6119617748025232,-0.26473537625324195,-0.11292343789153197,-0.19040065111736684,-0.13796151766023101,0.003042,0.01,0.0,0.97,100,14,1,15
77,0.9340079484353605,-3.7276922548508864,-0.6168717207672192,-0.2668558853769419,-0.11383719758125849,-0.19190100420819742,-0.13904099023692587,0.003014,0.01,0.0,0.97,100,14,1,15
78,0.936729483691088,-3.7368171455904258,-0.6214254428108071,-0.2687783495333299,-0.11467524484371233,-0.19326796250491315,-0.13991407510086365,0.002987,0.01,0.0,0.97,100,13,1,14
79,0.9365713508551222,-3.7444060316003944,-0.6253478195959462,-0.2706009960308705,-0.1153766153544212,-0.1946208787039658,-0.1408859598515559,0.00296,0.01,0.0,0.97,100,14,1,15
80,0.9423945719899904,-3.7523846257478155,-0.6293168915271768,-0.2721882400812836,-0.11619281242882397,-0.19569759368073406,-0.14169557557914822,0.002934,0.01,0.0,0.97,100,13,1,14
81,0.9376832721727911,-3.761031464438694,-0.6336114092775792,-0.27404498915378417,-0.11694397299528027,-0.1970354571934873,-0.14267183724515126,0.002909,0.01,0.0,0.97,100,14,1,15
82,0.9371776286956814,-3.769643407922282,-0.6378658873803509,-0.27586997255240475,-0.1177805256920237,-0.19838021439122389,-0.1436214632895415,0.002883,0.01,0.0,0.97,100,13,1,14
83,0.9389654884265062,-3.7780146978178952,-0.6420645544375131,-0.27764222007298145,-0.11856293001889046,-0.19965042304299246,-0.14456937823494925,0.002859,0.01,0.0,0.97,100,13,1,14
84,0.9396059442310903,-3.786246473378886,-0.6461225822876958,-0.27939316966316013,-0.11927581058045578,-0.20082323593805143,-0.14542076333808915,0.002834,0.01,0.0,0.97,100,13,1,14
85,0.9351325677257383,-3.79463790758195,-0.6503537418165615,-0.281226386806975,-0.12006468088800748,-0.20212610370407033,-0.14640181462358923,0.00281,0.01,0.0,0.97,100,14,1,15
86,0.939272079409519,-3.802429640891687,-0.65424521918195,-0.2828777495457407,-0.12080686103265242,-0.20325899249254606,-0.14728265469440796,0.002787,0.01,0.0,0.97,100,14,1,15
87,0.9315169862092163,-3.8116415524029006,-0.6589760169679941,-0.28491250434574156,-0.12173638700530809,-0.20467516152820567,-0.14830096657122707,0.002763,0.01,0.0,0.97,100,13,1,14
88,0.9396073053251272,-3.819636810098315,-0.6629296568208003,-0.28653631124819984,-0.12248291123792782,-0.2058294081098743,-0.1491667867754077,0.002741,0.01,0.0,0.97,100,14,1,15
89,0.9299190919379086,-3.828865993323481,-0.6675398114669057,-0.2884807086573465,-0.12336427569609837,-0.207143486895008,-0.15016018011302582,0.002718,0.01,0.0,0.97,100,13,1,14
90,0.9367190244392031,-3.8357758051331667,-0.6710313123379893,-0.29012032119507847,-0.12401571739382115,-0.20840175982755152,-0.1509914816184745,0.002696,0.01,0.0,0.97,100,14,1,15
91,0.9385875475802067,-3.842937573575926,-0.6746030339684472,-0.2916430877317689,-0.12468926592112958,-0.20945573235749276,-0.15176970444265545,0.002674,0.01,0.0,0.97,100,14,1,15
92,0.9430062347519653,-3.8490189679930475,-0.6775679892418093,-0.29292217972315293,-0.12530267685143964,-0.21046139128240116,-0.15256448649148147,0.002653,0.01,0.0,0.97,100,14,1,15
93,0.9311233023349167,-3.857826836365146,-0.6820377430108661,-0.2948721866160601,-0.1260936852994014,-0.21182655985015816,-0.15356079324893948,0.002632,0.01,0.0,0.97,100,14,1,15
94,0.939345516362091,-3.8652192790527007,-0.6857936156077461,-0.2963826589150688,-0.1268670583686351,-0.21288088747094824,-0.15433290685297174,0.002611,0.01,0.0,0.97,100,13,1,14
95,0.9312684117498528,-3.8738520094657005,-0.6900595987749295,-0.2981779363342602,-0.12765206613507996,-0.21416617304834432,-0.15523603154458926,0.002591,0.01,0.0,0.97,100,13,1,14
96,0.9374080649251839,-3.8812422859503046,-0.6937971952819346,-0.29977725180789494,-0.12834163375349497,-0.21526794877605868,-0.1560534710242927,0.002571,0.01,0.0,0.97,100,14,1,15
97,0.9356730058463812,-3.888443828288505,-0.6975791143739231,-0.3014214340160449,-0.12909437355915263,-0.2163950803191748,-0.156966310481171,0.002551,0.01,0.0,0.97,100,14,1,15
98,0.9351043387384957,-3.8962888055539775,-0.701467518813702,-0.3031188766046692,-0.12975921106031146,-0.21757252654553141,-0.15778627187869862,0.002532,0.01,0.0,0.97,100,13,1,14
99,0.9388654493278445,-3.9034182048549413,-0.7050372741904514,-0.3046506176398825,-0.1304603189346817,-0.21870492957142548,-0.158602080667369,0.002513,0.01,0.0,0.97,100,13,1,14
100,0.9369447598690802,-3.910736470771557,-0.708700593056671,-0.30625654499411337,-0.13111273161364825,-0.2198904849815336,-0.15939548805739856,0.002494,0.01,0.0,0.97,100,14,1,15
101,0.9378431803206677,-3.9173652437056456,-0.7120325780656388,-0.30774738977710986,-0.13170093294355312,-0.22090776983087373,-0.1601458393005019,0.002475,0.01,0.0,0.97,100,14,1,15
102,0.938847050535885,-3.9244814980871325,-0.715597756068492,-0.30923956727124613,-0.13235755324418344,-0.22199487915793356,-0.16096012246293673,0.002457,0.01,0.0,0.97,100,13,1,14
103,0.9433907948657161,-3.930825278412017,-0.7187554839101362,-0.31062316050818056,-0.13291967770910523,-0.22297361842440105,-0.1616305311662449,0.002439,0.01,0.0,0.97,100,13,1,14
104,0.933372473370796,-3.938610535686423,-0.7226022421978046,-0.31223704032997657,-0.13362652197120076,-0.22412802079190547,-0.16258808611631587,0.002421,0.01,0.0,0.97,100,14,1,15
105,0.9322825743594859,-3.9460844323335436,-0.7263398836783652,-0.3138624621103123,-0.13430452153317468,-0.2253395876126558,-0.16345998507039472,0.002404,0.01,0.0,0.97,100,14,1,15
106,0.9357248371718256,-3.953095048552112,-0.7299135501150643,-0.3154033459432896,-0.13499021455559393,-0.22637916444521558,-0.16428454658115138,0.002386,0.01,0.0,0.97,100,14,1,15
107,0.9339565437089439,-3.960397199979929,-0.7336248512449641,-0.31701054818161406,-0.1356917619270735,-0.22750543288598926,-0.16511102880562414,0.002369,0.01,0.0,0.97,100,14,1,15
108,0.9342784793256256,-3.967682573541445,-0.7372454589683394,-0.3186270965952009,-0.1362903576270346,-0.22870660116794958,-0.16598546635745992,0.002352,0.01,0.0,0.97,100,14,1,15
109,0.9362768936662587,-3.974518522529431,-0.7407207264649561,-0.3201277940210409,-0.1369058548897038,-0.22979178427995,-0.16674864837208822,0.002336,0.01,0.0,0.97,100,14,1,15
110,0.9351710833587166,-3.9768681294620603,-0.7418909676560559,-0.3210973110386361,-0.13710989214989136,-0.23085192066204133,-0.16740459165462393,0.00232,0.01,0.0,0.97,100,14,1,15
111,0.9372210247619694,-3.983615954849207,-0.7452260982205211,-0.32249322445472667,-0.13771747829886122,-0.2318168987072025,-0.16811416629423778,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9414101458829893,-3.9898057507971147,-0.7482572977534725,-0.32376453563052066,-0.1382845145435824,-0.23270276189027006,-0.16879376008009447,0.002288,0.01,0.0,0.97,100,13,1,14
113,0.9330795363367874,-3.992465536229686,-0.7497554617983306,-0.3249075575378334,-0.13849946385194709,-0.23374355981247003,-0.1695298828595693,0.002272,0.01,0.0,0.97,100,14,1,15
114,0.9342482760934853,-3.9996422069994386,-0.7534086922879671,-0.32643222294835506,-0.13916786491856462,-0.23478238950160227,-0.17033261549290246,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.9406594892423141,-4.0057156238182,-0.756487456865991,-0.32773975580527853,-0.13971179556644334,-0.23568681180138873,-0.17097831348192247,0.002241,0.01,0.0,0.97,100,14,1,15
116,0.9367069255465525,-4.0122691417361445,-0.7597534847919791,-0.3291399370065334,-0.14032135076900687,-0.23668452803012052,-0.1717284272195186,0.002226,0.01,0.0,0.97,100,13,1,14
117,0.9356862353567625,-4.017208604521417,-0.7621834407814747,-0.3303931827372649,-0.14071133357819093,-0.2376805286489108,-0.17247415830362806,0.002212,0.01,0.0,0.97,100,14,1,15
118,0.9315960912052117,-4.015944106866181,-0.7606654504693572,-0.33067780740252767,-0.14035898727179,-0.2386131329133692,-0.173111006519334,0.002197,0.01,0.0,0.97,100,14,1,15
119,0.937726672571992,-4.022374381589028,-0.763945241632482,-0.332037849997542,-0.14097889272345335,-0.2395914969892613,-0.1737798361535528,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9420272832525127,-4.0279871114926005,-0.7667237012869131,-0.3332497140729842,-0.14147777386312066,-0.24048457964121828,-0.17438831547689695,0.002168,0.01,0.0,0.97,100,14,1,15
121,0.9417119588079894,-4.033712161144614,-0.7695319795862264,-0.3344674868112418,-0.1419704633233595,-0.24138850307720777,-0.1750120781105425,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9313022195965904,-4.040756297966406,-0.7729813877159458,-0.33597856429310513,-0.14256396139544386,-0.24247511873005767,-0.17578095376573136,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.9397916701499774,-4.046779139065001,-0.7760405041085701,-0.33724492278863943,-0.14317661451885033,-0.24334893370854052,-0.17648830327105464,0.002127,0.01,0.0,0.97,100,13,1,14
124,0.9371735687569498,-4.052981596055847,-0.7791893231757191,-0.338551394478789,-0.14373580041023326,-0.24426337585723676,-0.17715314943415564,0.002113,0.01,0.0,0.97,100,13,1,14
125,0.9377587728229145,-4.058655222297633,-0.7820483266900676,-0.33980140645496687,-0.14425218577264748,-0.24510332264793414,-0.1778107387090382,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.9383634252637602,-4.064565390680168,-0.785024376943952,-0.34108531513520207,-0.14479596259217384,-0.2459890231896692,-0.17844069364202367,0.002087,0.01,0.0,0.97,100,14,1,15
127,0.9383257681858833,-4.070021632352634,-0.7878051869155089,-0.34227662516082386,-0.1453335754961106,-0.2468326126425331,-0.1791080591159479,0.002074,0.01,0.0,0.97,100,14,1,15
128,0.9396354401617296,-4.075843749869705,-0.7907187962427196,-0.34352271978750293,-0.14587080098102878,-0.24771874141500905,-0.17973850190711538,0.002061,0.01,0.0,0.97,100,13,1,14
129,0.9378803671699001,-4.081806672135144,-0.7937352442861074,-0.344842201816671,-0.14639196168999208,-0.24865010233853127,-0.18041309546178838,0.002048,0.01,0.0,0.97,100,13,1,14
130,0.9338443258079092,-4.088171454208121,-0.7969516267573803,-0.3461946094801582,-0.14700749823838363,-0.24962685158708572,-0.18111850181144715,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.9378718670464696,-4.090333463269905,-0.7979689587898571,-0.34707167706890374,-0.14719349609272264,-0.2504735014074818,-0.18174328478424417,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.93936595358834,-4.0960350266022205,-0.8008110708707883,-0.3482742012321062,-0.1477185020381893,-0.25132208174163095,-0.18235861454772476,0.002011,0.01,0.0,0.97,100,13,1,14
133,0.9418793033616849,-4.1012022269124335,-0.8033793282620729,-0.34934494887493983,-0.1482044170956775,-0.2520694290518358,-0.18291137128829307,0.001999,0.01,0.0,0.97,100,14,1,15
134,0.9311557874343592,-4.107644503451453,-0.8066559974129517,-0.3507816549692132,-0.14879697811169043,-0.2530836527191632,-0.18364681409833622,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9365775491270979,-4.113151716232253,-0.8094160553383414,-0.35199291473699607,-0.1492880572583574,-0.25397484506461154,-0.18426482684067907,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9356214527991402,-4.11863441176004,-0.8122009530689372,-0.3531742461744042,-0.1498320430221528,-0.25484253649524957,-0.18489627739655023,0.001963,0.01,0.0,0.97,100,14,1,15
137,0.9378082052498686,-4.124056525211131,-0.8148966018632567,-0.3543352006993562,-0.15030489061461677,-0.255662578052977,-0.18551273893404083,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9404384508294336,-4.128647323542857,-0.8172327800370703,-0.3553670450876167,-0.15074139244664375,-0.25640248926707404,-0.18607732120440687,0.00194,0.01,0.0,0.97,100,14,1,15
139,0.9350904014889657,-4.132556563259099,-0.8191793811287408,-0.3564098433636181,-0.1510972466039959,-0.2573028691684261,-0.18675092424214093,0.001929,0.01,0.0,0.97,100,14,1,15
140,0.934902836267695,-4.1378925465738154,-0.821843885785369,-0.35756733847309957,-0.15156681772106398,-0.2581422349541198,-0.1873796978916651,0.001918,0.01,0.0,0.97,100,14,1,15
141,0.940332923770892,-4.143140483624189,-0.824524547909054,-0.35869657032470204,-0.1520675366045129,-0.2589221750567165,-0.18795781893766578,0.001907,0.01,0.0,0.97,100,13,1,14
142,0.9340738627783278,-4.148962646573215,-0.827360154036711,-0.35991296881767154,-0.15255588123137714,-0.25977390801301176,-0.1885855789660567,0.001896,0.01,0.0,0.97,100,14,1,15
143,0.9373382280793761,-4.15428527462561,-0.8300079343561453,-0.3610535867442758,-0.15305168774474326,-0.26062604135486284,-0.18925380002350745,0.001885,0.01,0.0,0.97,100,14,1,15
