episode,service_level,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
30,0.915357304728811,-0.04522390471723508,-1.5653796416447818,-1.6587794842693488,-0.10715142589425847,-0.005435283041611174,0.35540836613208887,0.05297471702068831
31,0.9259385149935796,-0.04454363170001505,-1.5665140200424195,-1.6701531879700315,-0.1083489861861477,-0.008892043718640736,0.3556310027823228,0.05092881645442888
32,0.9169660074866715,-0.04660154329007379,-1.5756452779054106,-1.6947500035466525,-0.10543108840881102,-0.006431075373493711,0.3550715842496401,0.047959122122389765
33,0.9193032617283021,-0.04721207612498331,-1.5815002101796316,-1.7163753140914626,-0.10346121597758896,-0.015711178818378697,0.35278106030157796,0.04543746290636086
34,0.9196313920991012,-0.04855240986442639,-1.595354909102946,-1.7274087549523633,-0.1038593121899869,-0.011680617883927817,0.35188500396546346,0.043894456327914465
35,0.9228946966223445,-0.0474183491827011,-1.5951942145217402,-1.730366736040872,-0.09554142246713025,-0.0036657249444244006,0.3514779537352021,0.04187501714215208
36,0.9136714813570709,-0.04974104529330114,-1.6014592514133774,-1.7471460234662934,-0.087108851759717,-0.017048845555426437,0.3518897517372132,0.03877067740530482
37,0.9123425314937013,-0.051419919711274166,-1.6118361530463967,-1.7524380966796425,-0.08622732973921945,-0.011301955151721315,0.35141751539997385,0.03727106715529602
38,0.9197808426223314,-0.05033450897554963,-1.6206970813381083,-1.7567635605029375,-0.09528792545213745,-0.01035039765581704,0.34949767838929824,0.034864771392731704
39,0.9133492117500284,-0.05203782429803123,-1.6356138371523348,-1.767506203365725,-0.10213018184888598,-0.007921542145842442,0.34730161998073816,0.03258472828838401
40,0.9167170724330863,-0.05359117058672182,-1.6422482330085895,-1.7739078714000918,-0.10751325534474208,-0.01186665921341868,0.3445315204603547,0.030879059565973546
41,0.9060863626015027,-0.05540557613129223,-1.6461584814352468,-1.783633210253799,-0.10450589639633978,-0.0021843427592525867,0.3432138562234897,0.028476668614037356
42,0.9173757277205553,-0.055623316870806586,-1.6522911563709772,-1.7839956694043662,-0.09170940594703256,-0.0047413557703294045,0.3432165986273765,0.022682743941894085
43,0.9103161082718152,-0.05752374001823749,-1.6637146749708052,-1.7970593005011504,-0.09776895301182367,-0.005846735302127573,0.3412447804701059,0.02061313819033693
44,0.9111786058226535,-0.05984564651459427,-1.6793109326497402,-1.8058603753243982,-0.10258307033601466,-0.0055474181552810555,0.33973169671941217,0.017646615362657984
45,0.923550153799985,-0.060372138466646325,-1.6794946399262347,-1.8082427382082213,-0.0985995050982179,-0.006066812520315534,0.3392240904854226,0.0161064559750916
46,0.9107014422530946,-0.06259133641397074,-1.6847707120600504,-1.8256735824108867,-0.09282276486364367,-0.009736134138365661,0.3389643197301906,0.01484493313591884
47,0.9160910815939279,-0.06384178108070444,-1.6908883130482193,-1.8267535302662525,-0.09947637090457695,-0.004321381818401509,0.3368444373533549,0.013277678136445011
48,0.9224508252317432,-0.06512384581884224,-1.6971559941454282,-1.830786103702413,-0.09564661288243469,-0.0036778931843907546,0.33626009856119,0.010964556687549885
49,0.9142900716791216,-0.06592537743973326,-1.7029170555208037,-1.8346186183804127,-0.09454008179832658,-0.011350914770508876,0.335868095358567,0.008859951603218438
50,0.9257296466973887,-0.06458949108720793,-1.6985698145404495,-1.8304077506986218,-0.09212320155987716,0.0005520212921017128,0.33632870171305335,0.009950849389570221
51,0.9161205766710354,-0.06510664665178587,-1.7063935008155098,-1.8353481611246671,-0.10244001780415904,-0.00026549856384079336,0.33409918045836123,0.008811473669675511
52,0.913828031212485,-0.06738095396030598,-1.7149932596713184,-1.8405012082071965,-0.09732471040691813,-0.0006651148123057028,0.33364100258071966,0.006383788452584316
53,0.9190059476455658,-0.06725864275661458,-1.7139869985544594,-1.8433075388564244,-0.08797287708789653,-0.007738655492744091,0.33320335045804733,0.0054378655731123
54,0.9214748418198253,-0.06717054083662355,-1.7155116748752484,-1.8426720385399429,-0.08721810287414399,-0.0007770679658409103,0.3325788214727519,0.005231684375493228
55,0.9112214053811993,-0.06831225902813771,-1.723163228872271,-1.8530930651244515,-0.09093968416352415,-0.008651330017479338,0.3315293249849025,0.0031566484151572334
56,0.9126977970834627,-0.06957467704014395,-1.7316785660324236,-1.8569426135421077,-0.09603640691681725,-0.007279153294679262,0.33037680699559524,0.0021934205052076944
57,0.9249671238023671,-0.0690189958580217,-1.7308543619934986,-1.8545799073109683,-0.09725250871271836,-0.00021921605920670675,0.32972057420814516,0.0020071803378083368
58,0.9150287269428485,-0.07032489538768699,-1.7370362683091116,-1.8587372947553245,-0.10172173325178371,0.00035021406033424574,0.3288830608345126,7.769476367067537e-05
59,0.9146064823714868,-0.07118353631018051,-1.7370990663604602,-1.864978003536827,-0.0963535934363864,-0.008081622784926207,0.3292652663114938,-0.002015818096722233
60,0.9141637330537038,-0.07114458451465734,-1.7352510834736414,-1.8644486077739109,-0.09718876481853196,-0.005882271426179662,0.3290203022818321,-0.002805614092107864
61,0.9088826090277248,-0.0724777420972559,-1.7374811811611608,-1.8694778511260055,-0.09403042876314127,-0.011031101590394226,0.3290400491960856,-0.00452810942598313
62,0.9210080872672559,-0.07160755588446369,-1.7373974260879717,-1.8679305898687915,-0.09304081347325907,-0.005974375024100331,0.3288571561960425,-0.0043665404014547994
63,0.9153658077863457,-0.07217994007788614,-1.7420651199054047,-1.8680630006392702,-0.09149405849371219,-0.00451919833736183,0.32831788457254274,-0.004810644323871503
64,0.9210807918673087,-0.07156056634562877,-1.7391871835861727,-1.8670010757872402,-0.09072079390248834,-0.0021375539550013505,0.32829769653296215,-0.005198999849322341
65,0.9106743249291362,-0.07240677632421744,-1.7455847126835307,-1.8771779601870529,-0.09816678327457098,-0.010961027553770642,0.3270933510342133,-0.006515599839015545
66,0.9343015214384509,-0.07145614551670805,-1.742276958077879,-1.8713689473933135,-0.09460403293606788,-0.004751423209374261,0.32755194162166246,-0.006001883377477237
67,0.9132167115698402,-0.07226757657721491,-1.7446830769271233,-1.8787475088682775,-0.09563690252447153,-0.00800541420615824,0.32710998906653443,-0.0066142210172761215
68,0.909190330731229,-0.07308601066441515,-1.7467869113478893,-1.8778206497103804,-0.09645777417242311,-0.003085732904370916,0.32648026461865687,-0.006586173394166351
69,0.925563100671639,-0.07298336690837894,-1.7463972824675988,-1.8786849538704284,-0.09538199142512514,-0.01031948674859758,0.3261185132611711,-0.007394899529579388
70,0.9142093172146274,-0.07320743083091961,-1.7467503973721903,-1.881082709431063,-0.09598880722022815,-0.007984950524217486,0.32585275833212307,-0.007979783487058542
71,0.9220159350571256,-0.07318124147156022,-1.748075430556892,-1.8811009930916047,-0.09471642958880153,-0.005950709092590539,0.325506339213665,-0.00841671402698208
72,0.9159714620059642,-0.07362133224723315,-1.7494802324374183,-1.8831930726895458,-0.09008344818577563,-0.01596512078719311,0.32577810577558736,-0.009824990535973476
73,0.9208777097968125,-0.07385558732463654,-1.7541388407862963,-1.8803658926691325,-0.08973753814102772,-0.008444256319443951,0.32542319304660805,-0.009903792808285364
74,0.9170437405731523,-0.07446731906161959,-1.7562363685675768,-1.8825132222929266,-0.09219199361052054,-0.007807426370160268,0.32447397866773997,-0.010448487460497804
75,0.9131056274450797,-0.07482631914501464,-1.7584704005756786,-1.883171745741759,-0.09086701799233789,-0.012819928571539812,0.3242350807509128,-0.011585564451955008
76,0.9288241493526046,-0.07425200255519057,-1.7571967875927796,-1.8805671556837253,-0.09207929065737133,-0.0056571597905874715,0.3241140927321387,-0.010989070360585851
77,0.9140835963944776,-0.07448428327424175,-1.7596075298539342,-1.8834565883585097,-0.09235081351838063,-0.0034490422174357532,0.32387586706785504,-0.011256502410688407
78,0.9201031905610987,-0.07419653100650878,-1.7623601402880957,-1.8825019061114039,-0.09345181639274686,-0.004976356781152988,0.32346232372250056,-0.011616687832411524
79,0.9207935729642063,-0.07435704546905807,-1.763175302178698,-1.8856981620228637,-0.09332618569818892,-0.00659068061540452,0.3231397177740502,-0.012360798368259778
80,0.9111003609570945,-0.07503993765239622,-1.766019707676319,-1.888360986061425,-0.09340495879927613,-0.005506128648490827,0.32277118091253,-0.012796279244969774
81,0.9211147319923587,-0.0752946307052197,-1.7684203301266193,-1.8910614445157763,-0.09232705043565934,-0.008927227664480567,0.3226938191513339,-0.013666933279282449
82,0.9204901137491411,-0.07558801925726832,-1.7699284056618876,-1.89273159195293,-0.09238029237026847,-0.006790304195238212,0.32239706258149053,-0.013880222095280012
83,0.9127718736906258,-0.07584954717077116,-1.7710580169062395,-1.895170045488343,-0.09515175119760662,-0.007884840840638655,0.3217549184031423,-0.014139333896838795
84,0.9184072126220887,-0.07584302829379422,-1.7719344082258033,-1.895352108916303,-0.09331675743825055,-0.01196694975926978,0.3215262476971621,-0.015031464038989677
85,0.9134680899386782,-0.07646768848032086,-1.7734770920207366,-1.8958200572510577,-0.09354310327964219,-0.010304652475583457,0.3211173151986449,-0.01505986764891678
86,0.9118023168346623,-0.07687862524389724,-1.7762206014996478,-1.897853224898835,-0.09671662143808496,-0.006201669701630053,0.3204061387504727,-0.015037890316270066
87,0.9151373553905867,-0.07670163531495518,-1.7765820925751679,-1.897595329152692,-0.09336260753130425,-0.009791485679246353,0.32067197652137763,-0.015471570234898183
88,0.9197717481671831,-0.07666468724756163,-1.7783504254469198,-1.8956790180073926,-0.09093255898380248,-0.00967785421465589,0.3206664401936006,-0.016017203237608402
89,0.9141589874966543,-0.07682114635874655,-1.7791575986500836,-1.8955910990275493,-0.09114260438242913,-0.008076522964339344,0.32042761372680095,-0.016256655441462493
90,0.9116167304948561,-0.07704510369175781,-1.778877328491157,-1.898028318243929,-0.08864882932921167,-0.010106842571815978,0.3202938955614266,-0.016500376729654584
91,0.9312928483122916,-0.07685421866268528,-1.7783397844051583,-1.8956758547136372,-0.08778670331880763,-0.009259558687294625,0.32024457421365304,-0.016382190553246946
92,0.9147662268324308,-0.07690838736372765,-1.7782796210043534,-1.8956849454747753,-0.08688632200354716,-0.008260554166169954,0.3200819514862637,-0.016379626168571717
93,0.9151294314127382,-0.0770592129192866,-1.780061540364733,-1.8971362650706158,-0.08741865403927176,-0.00784129649648362,0.31952336124240743,-0.016534095736437403
94,0.9080395028350419,-0.07719978755262408,-1.7815840385106365,-1.8992037958328332,-0.08787282975069223,-0.00743399302855002,0.31926356936224165,-0.01687776940529842
95,0.9258428646183748,-0.07717418241668145,-1.7818400281270148,-1.89879605401876,-0.08693727331815933,-0.006589910934887483,0.3191383590605357,-0.01703738659636265
96,0.9173641759245168,-0.07691242506945388,-1.7826792009470338,-1.8972253426962076,-0.08825669105571798,-0.0027751948612706875,0.31869699816807,-0.01674983083773231
97,0.9198944988696307,-0.07642753030929121,-1.7825267681814603,-1.8963063272084184,-0.0880555043456392,-0.001409445777804679,0.31858220090162637,-0.016541814444172624
98,0.9148610280932457,-0.0765767906090403,-1.783474436529072,-1.8967323167668515,-0.08852605607200878,-0.0035095604999765347,0.31830658013102986,-0.0169497505437715
99,0.91927949474943,-0.0766566389189152,-1.784527056742292,-1.8968703110340377,-0.08878661837731955,-0.0022088770562282193,0.31817313390392105,-0.01713633341876056
100,0.9156438209956546,-0.07670792664366367,-1.7852537761670821,-1.897908175483972,-0.08925841679126931,-0.002846761596018857,0.3178206381926626,-0.017313437580048302
101,0.9213610586011343,-0.0768367910966254,-1.785774976854525,-1.8986354635403417,-0.08948156827427418,-0.0030846270326298575,0.3177260552827377,-0.017452978772226218
102,0.9186848616630426,-0.07686642030742386,-1.7861424414698022,-1.89907104258933,-0.08959974079545285,-0.0018880494508134974,0.3176215934353592,-0.01745576709593369
103,0.9236570367792087,-0.07689823788858985,-1.785578227153105,-1.8988016451307401,-0.08869359196675812,-0.003362493505113905,0.3175325171941499,-0.017606431406809137
104,0.9129598914354644,-0.07720682315863879,-1.7871646767757436,-1.899100802312136,-0.09033622304894698,-0.0022817260264121416,0.3171511026881271,-0.017611363053792774
105,0.9125140082181546,-0.07721272613694169,-1.787918506300048,-1.9004568731717404,-0.08990542245791999,-0.005488664500986682,0.31722019206174246,-0.01808524260271698
106,0.9118799939695462,-0.07742301002065596,-1.788472301620853,-1.901818790190978,-0.09113950998421248,-0.005074925772160675,0.31679278710326964,-0.01811806673205402
107,0.9187062606393039,-0.07753116398064541,-1.7887255960842823,-1.9020281509142458,-0.09003248860173996,-0.005276498614462025,0.3169007292465991,-0.018429391486367613
108,0.9059913433062495,-0.07774107494560095,-1.7894298317116692,-1.9033456977606982,-0.08972001748214356,-0.004675387393545663,0.31687094985509723,-0.018579981661479384
109,0.9172796241383294,-0.0777576960219588,-1.7894815482465032,-1.9036051118494175,-0.08996071098422238,-0.00471479100706927,0.31675725333866833,-0.018693530000983404
110,0.9171557305668093,-0.07776968524364973,-1.789458059551742,-1.9042338598382649,-0.0901177951504835,-0.004814334055101167,0.3166600594081394,-0.018710635110716967
111,0.9206312900274474,-0.0777693082202359,-1.789705773237921,-1.9041515781455935,-0.09001471977626366,-0.004465081544955217,0.316626462587168,-0.01879598464087549
112,0.9285981588204476,-0.07769775966648565,-1.789047206745197,-1.9032044954257077,-0.0888219799657185,-0.003006801387054431,0.3166820685626455,-0.018697113475643512
113,0.9246480713938987,-0.07774550307086552,-1.7892903442746992,-1.9029821172843495,-0.08800516054505741,-0.00447811100281051,0.31673230941464947,-0.018861863674756816
114,0.9246409674981103,-0.07780222094188861,-1.788969398395581,-1.902825008215458,-0.08778372212225787,-0.004448606045048367,0.31660163883734915,-0.01888491024857276
115,0.9285714285714286,-0.07785671416667536,-1.7888349392376537,-1.9029928676243177,-0.08752059172623414,-0.005432477443592576,0.3165725313919792,-0.018995646452689693
116,0.914074074074074,-0.07790954487237407,-1.7897093306776217,-1.9037589972832305,-0.08767786679956303,-0.006751252192288986,0.31650524384102374,-0.01923163119957437
117,0.9061388237075164,-0.07800024480523926,-1.790493455600873,-1.9048006679793672,-0.08755146107428133,-0.007806861142932876,0.3164241096165313,-0.019413552344058553
118,0.9214348339877254,-0.0779228381734898,-1.7905650467747078,-1.9042103253882197,-0.08747235446337129,-0.006164214448900345,0.31630009547041693,-0.01934501418063407
119,0.9258964143426295,-0.07788036725012205,-1.7903776363711947,-1.904164887089316,-0.08753094457857542,-0.006071631373346527,0.3162095955949677,-0.019393811327511855
120,0.9102088693809596,-0.07802101711731765,-1.7907447948686257,-1.9051971131694851,-0.0875895425918764,-0.006701153028307209,0.3161103439610615,-0.01949542338997868
121,0.9264677940338211,-0.07790469864425416,-1.7903241695291916,-1.9050714926921035,-0.08763716931774841,-0.006713116227416187,0.3161013349616431,-0.019482687249321364
122,0.9051762940735184,-0.07823557526341189,-1.7910388252077134,-1.9060924922016598,-0.0879186370468241,-0.007402430987744267,0.31589598100737737,-0.019628460296938637
123,0.9140672091621459,-0.07813910209195128,-1.7910289953476752,-1.9063902899271488,-0.08776368422256862,-0.008661442584169482,0.3158774644643614,-0.01980023111589752
124,0.9151613634645908,-0.0781410575825168,-1.7913255114744238,-1.906723432903189,-0.08738255689950812,-0.008414893267786081,0.31576472346903073,-0.01987271680749729
125,0.9225784317462737,-0.07811282310735798,-1.7910588758496606,-1.906175519556701,-0.08738745211313938,-0.007455229005962596,0.31564528602839037,-0.019780819402025175
126,0.9157513305401427,-0.07807137137082641,-1.7909538996512335,-1.9065027056544397,-0.086794534037766,-0.007384999396207629,0.31564266755909254,-0.01984586048328079
127,0.9106453185346283,-0.07819237941178037,-1.7913341677529646,-1.9073891968468892,-0.08721560106212016,-0.007754530832236582,0.31553852601922194,-0.019953652753890445
128,0.9142242030518205,-0.07830320799894058,-1.7916887352048214,-1.9080093541552008,-0.08739104376927938,-0.008522138050847242,0.3154731658770139,-0.020065894992915258
129,0.9148405818668849,-0.07837855682378418,-1.791996138659433,-1.9086907637227652,-0.08769727819549626,-0.008922112815519186,0.3153987468422221,-0.0201342997165729
130,0.9064679650874718,-0.07848150503035682,-1.7922538261043712,-1.9093454394937641,-0.0876098245289771,-0.00835226614262846,0.3153195592912324,-0.020158991453840917
131,0.9256949256949257,-0.07857618949862619,-1.7926091205891412,-1.9094237053637944,-0.08842488335385394,-0.00801294778729586,0.3151918357078179,-0.02014224152459102
132,0.9212625084643744,-0.07859762726043226,-1.7925959032940069,-1.9094907831276011,-0.08856562498597535,-0.00800884493531388,0.31513156768474476,-0.02016351528636718
133,0.9146045608927705,-0.07870335406995833,-1.792850001558278,-1.910133758415992,-0.088605854384412,-0.008213556469143178,0.31505593551063654,-0.020255475947229876
134,0.9215484363081617,-0.07875359619266112,-1.7929786372659948,-1.9104119958557413,-0.08879554521604824,-0.007895849310461245,0.31499021064750243,-0.020296523368018175
135,0.9158532865639775,-0.07880148093262,-1.7929998876519702,-1.9107074059227782,-0.08844728061285641,-0.0078378409030751,0.3150020369187024,-0.02034595095116563
136,0.9180047180579864,-0.07884254622223878,-1.7933360185391232,-1.9109054740287559,-0.0890017184880544,-0.007818561771652974,0.31483958124542866,-0.020383333386827192
137,0.9191820471375409,-0.07889591116639137,-1.7938461637641712,-1.9107481270800697,-0.08932178844674168,-0.007198195549070364,0.31471335555036467,-0.020397053385193917
138,0.9112282431458799,-0.07896391052024454,-1.7942909680581913,-1.910992776297405,-0.08931966086844717,-0.007057800221638624,0.31468231372339195,-0.02041729976752648
139,0.9288518155053974,-0.07888917658779229,-1.7940755758639428,-1.910706561011241,-0.08912247443102742,-0.006888423980004043,0.31469432309001727,-0.02037467276230071
140,0.9240886884629839,-0.07891409174619082,-1.7941376520049155,-1.9108900197725018,-0.08888027421797011,-0.0066164118325306555,0.3147099399311503,-0.02041739933131097
141,0.9044009503337481,-0.07903438986220872,-1.794441249707981,-1.9116169057334007,-0.08861096380571058,-0.007108300759787276,0.314709940445234,-0.020543519057582428
142,0.9297243794731231,-0.079013951129051,-1.7944949553212792,-1.9113179160462028,-0.08834045841402854,-0.006799041750870432,0.3147183166969186,-0.02054905004890733
143,0.9109984719168126,-0.07906360702652666,-1.7948294647639986,-1.911700232032093,-0.08864095623888728,-0.006958717022365228,0.31468476199795054,-0.020584748138938555
144,0.917803044611491,-0.07907978233779503,-1.7950588165535755,-1.9118029402104344,-0.08857060457317803,-0.006891456031575677,0.3146461654832154,-0.02070174701286647
145,0.9234163488145988,-0.07913483945674009,-1.7952223870895252,-1.911771046273558,-0.0883706314547438,-0.006746526539531542,0.3146341671562927,-0.020777491544347965
146,0.91696398392609,-0.07915230286158333,-1.7955328840286628,-1.9121176388090142,-0.08865215704688573,-0.006815090315637782,0.3145632834519642,-0.020815138497120404
147,0.9135443420456262,-0.07920694573771196,-1.7958832415842847,-1.9124681225299005,-0.08868827380534627,-0.006938047697733783,0.3144901250687191,-0.020901314075444582
148,0.9147327641328469,-0.07922806632147776,-1.7960599222564904,-1.9126061749465577,-0.08857036668761259,-0.006621603067837621,0.31448769203413396,-0.020912952913605894
149,0.9139618363876818,-0.07928018108348095,-1.796259166458519,-1.912940272738624,-0.08852091899198153,-0.0067989047960089494,0.3144874815203608,-0.02097008636049705
150,0.9174031271244052,-0.0792992111995017,-1.79643042596661,-1.9132297216063159,-0.08861344740297566,-0.006931382060213376,0.31443967655199556,-0.02100151246755572
151,0.9272644618706671,-0.0792854994595895,-1.7964710924715708,-1.9130591294938943,-0.08856554392189267,-0.006419056507624412,0.3144373527595103,-0.020978884258518488
152,0.925497124384468,-0.07927450392087781,-1.7965060292242616,-1.9129588122254628,-0.08864016272938874,-0.006055033522254388,0.31443245997237895,-0.020957586641502487
153,0.9139894419306184,-0.07929123837023766,-1.7966532306824485,-1.9131904994690032,-0.08888712984562995,-0.005924225954116567,0.31439236643375046,-0.02096106772413895
154,0.92376664790846,-0.07929653647911862,-1.7967215816354718,-1.9132178283700882,-0.08913067342626348,-0.005909776261226191,0.3143134170552035,-0.02098016372976974
155,0.9236005476118041,-0.07929456562497539,-1.7966881360514122,-1.9132982312032571,-0.08907416840027069,-0.005787275769244761,0.31430488492152353,-0.020983238327427538
156,0.9078803011387281,-0.07934102522266415,-1.796959213578858,-1.9133721631289415,-0.08902717096182285,-0.005745959127880077,0.314267261378877,-0.021010761059345382
157,0.918715275135094,-0.0793433992758015,-1.79706327454044,-1.9133799872162274,-0.08907169292634273,-0.005914771558788101,0.31427351939934406,-0.021044729807066644
158,0.9153785101477758,-0.07936840605711105,-1.797211353348111,-1.9136471700071367,-0.08886880430768147,-0.006398500703619203,0.31428341741557503,-0.02111526859702359
159,0.9190862752501416,-0.07942726413038781,-1.7975111363591387,-1.9137841613455053,-0.08887685823179722,-0.006557370879321135,0.3142557140567681,-0.021170995978346978
160,0.9275185213472849,-0.07942973175175454,-1.7975431171937375,-1.9136734244860885,-0.08883702282531453,-0.006406979631633997,0.3142165990713669,-0.021176469926185916
161,0.9242762550046196,-0.07944347745301752,-1.7976265727677343,-1.91372628249547,-0.08882840403341581,-0.006434177546987526,0.31419009445668544,-0.021214096251313614
162,0.9303930164296879,-0.07943522557298406,-1.797568162867055,-1.9136154323652086,-0.08868491952670872,-0.0063649123960586446,0.31418840853438684,-0.021217393145025985
163,0.9239060792221008,-0.0794515592042062,-1.7976179216451764,-1.9137040060359032,-0.08880771195883538,-0.006200033856162726,0.31415695547508726,-0.021234648241241966
164,0.9142793857058475,-0.07947574574431251,-1.7978365827690415,-1.9138830428203084,-0.08899746794144753,-0.0061176301232307925,0.3141253436159068,-0.021248769238210372
165,0.9214937883550367,-0.07949966382108216,-1.7979433583997144,-1.9139370093816945,-0.08900563837251577,-0.0061087229566198125,0.3140977247508871,-0.021275120291127804
166,0.9078877512324611,-0.07958020284093993,-1.7982359588373766,-1.914112245385322,-0.0890213420408207,-0.006295699182189686,0.31407401400028045,-0.021350451407344373
167,0.9074550128534704,-0.07964464621581842,-1.7984743600586202,-1.9143606291018216,-0.08903568997858445,-0.006601480138609244,0.314057603014688,-0.021414765424908493
168,0.9185409185409186,-0.07966047537241333,-1.7986037973608509,-1.9145356494811638,-0.08911590790849735,-0.006627033493381759,0.3140329293581712,-0.02143771945346751
169,0.9223451243912567,-0.07969212198100217,-1.7986652273424426,-1.9145874066022504,-0.08914005437305238,-0.006593265000516556,0.3140118139112726,-0.021455920219335175
170,0.9269602987121848,-0.07970626915843533,-1.7986972276031061,-1.9146793137659948,-0.08915216580960486,-0.006565952530259232,0.3139996040278095,-0.021453526923359386
171,0.9103145738817442,-0.07975343070378624,-1.7989558201172895,-1.9149730202720967,-0.08937175333379303,-0.006527552872833336,0.31394586885431985,-0.02148378789610453
172,0.9167706560786538,-0.07978854548293801,-1.7991429778399617,-1.915064923108214,-0.08943732520336492,-0.006512082400162511,0.3139177340862457,-0.021514965976932025
173,0.9210201100999887,-0.07980748920964088,-1.7991727395975607,-1.9151304191649006,-0.08936020612261213,-0.006570233451197721,0.31391243790051987,-0.02153125918427073
174,0.9168547060848281,-0.0798397648845834,-1.7993447131865552,-1.9152780362251374,-0.08937599927687079,-0.0066216852080999995,0.31389564865909364,-0.021556765894753152
